x,y,L,t, 1, 1
-33.03331104021392, -32.91723384695028, 46.93539424463151, 2487, 24.78367537831948, 9.983283321407566, -0.2153864456901323, -0.2177879837154154, 0.3063052837250027, -2.350650503156598
not linear mode
not linear mode
-33.26526567403407, -33.15177475248996, 47.26526147325845, 2510, 24.90584842595909, 10.10545636904717, -0.2319546338201511, -0.2345409055396866, 0.329867228626938, -2.350650503156599
not linear mode
not linear mode
-33.46408393159418, -33.35280981438111, 47.54800481208152, 2529, 25.01056818107874, 10.21017612416683, -0.1988182575601136, -0.2010350618911442, 0.2827433388230673, -2.350650503156598
not linear mode
not linear mode
-33.62976581289429, -33.52033903262375, 47.78362426110076, 2548, 25.09783464367846, 10.29744258676655, -0.1656818813001065, -0.1675292182426318, 0.2356194490192394, -2.350650503156599
not linear mode
not linear mode
-33.81252601036835, -33.70411526931979, 48.04280565502192, 2567, 25.20255439879812, 10.38470904936626, -0.1827601974740579, -0.1837762366960406, 0.2591813939211605, -2.353422496674472
not linear mode
not linear mode
-34.01190077124914, -33.90459843662455, 48.325548993845, 2585, 25.30727415391778, 10.48942880448592, -0.1993747608807885, -0.2004831673047697, 0.2827433388230816, -2.353422496674471
not linear mode
not linear mode
-34.16101446441923, -34.05537473304292, 48.53760649796231, 2601, 25.37708732399755, 10.57669526708564, -0.1491136931700928, -0.1507762964183656, 0.2120575041173112, -2.350650503156599
not linear mode
not linear mode
-34.34377466189329, -34.23915096973896, 48.79678789188347, 2623, 25.48180707911722, 10.66396172968535, -0.182760197474058, -0.1837762366960405, 0.2591813939211605, -2.353422496674472
not linear mode
not linear mode
-34.54314942277407, -34.43963413704372, 49.07953123070654, 2644, 25.58652683423687, 10.76868148480501, -0.1993747608807785, -0.2004831673047597, 0.2827433388230673, -2.353422496674471
not linear mode
not linear mode
-34.72641834397311, -34.62290305824276, 49.3387126246277, 2663, 25.69124658935653, 10.85594794740473, -0.1832689211990344, -0.1832689211990344, 0.2591813939211605, -2.356194490192345
not linear mode
not linear mode
-34.89302645415405, -34.7895111684237, 49.57433207364694, 2683, 25.77851305195625, 10.94321441000445, -0.1666081101809421, -0.1666081101809422, 0.2356194490192394, -2.356194490192345
not linear mode
not linear mode
