x,y,L,t, 1, 1
-34.20622880407714, -34.11082869710288, 48.51404455306039, 2611, 25.41199390903744, 10.52433538952581, -0.1847866274242539, -0.1817385409869961, 0.2591813939211534, -2.364510470745965
not linear mode
not linear mode
-34.40781421581269, -34.30908892363416, 48.79678789188347, 2632, 25.5167136641571, 10.62905514464547, -0.2015854117355586, -0.1982602265312769, 0.2827433388230887, -2.364510470745965
not linear mode
not linear mode
-34.57580205892565, -34.47430577907688, 49.0324073409027, 2652, 25.60398012675682, 10.71632160724518, -0.1679878431129544, -0.1652168554427201, 0.2356194490192252, -2.364510470745965
not linear mode
not linear mode
-34.84311294866535, -34.7401387935846, 49.40939845933348, 2681, 25.72615317439642, 10.87340123992467, -0.2673108897396965, -0.2658330145077212, 0.3769911184307801, -2.358966483710219
not linear mode
not linear mode
-35.04248770954613, -34.94062196088937, 49.69214179815656, 2704, 25.81341963699614, 10.99557428756428, -0.1993747608807886, -0.2004831673047697, 0.2827433388230816, -2.353422496674472
not linear mode
not linear mode
-35.25666343763509, -35.15960069121591, 49.99844708188157, 2730, 25.90068609959586, 11.13520062772382, -0.2141757280889584, -0.2189787303265395, 0.3063052837250098, -2.345106516120852
not linear mode
not linear mode
-35.40451813651926, -35.31161178643706, 50.21050458599888, 2745, 25.97049926967562, 11.22246709032354, -0.1478546988841666, -0.1520110952211478, 0.2120575041173041, -2.342334522602978
not linear mode
not linear mode
-35.66737093453557, -35.58185373349689, 50.58749570442965, 2776, 26.11012560983518, 11.36209343048309, -0.2628527980163086, -0.2702419470598305, 0.3769911184307801, -2.342334522602979
not linear mode
not linear mode
-35.79879733354373, -35.7169747070268, 50.77599126364504, 2793, 26.17993877991494, 11.43190660056286, -0.1314263990081542, -0.1351209735299153, 0.1884955592153901, -2.342334522602978
not linear mode
not linear mode
-35.98002294961899, -35.90226440191848, 51.03517265756619, 2815, 26.2846585350346, 11.51917306316258, -0.1812256160752663, -0.1852896948916811, 0.2591813939211534, -2.345106516120852
not linear mode
not linear mode
-36.22924140071998, -36.15286836104945, 51.38860183109505, 2845, 26.4417381677141, 11.62389281828224, -0.2492184511009857, -0.2506039591309621, 0.3534291735288519, -2.353422496674472
not linear mode
not linear mode
-36.37918869988283, -36.30281566021229, 51.60065933521236, 2865, 26.52900463031381, 11.69370598836201, -0.1499472991628451, -0.1499472991628448, 0.2120575041173112, -2.356194490192346
not linear mode
not linear mode
